UDI,Product_ID,Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure,TWF,HDF,PWF,OSF,RNF
3357,L50536,L,301.6,310.8,1355,57.8,195,1,0,0,0,1,0
8553,L55732,L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0
8725,M23584,M,297.2,308.6,1513,39.0,78,0,0,0,0,0,0
5507,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0
6392,M21251,M,300.2,309.7,1413,43.0,137,0,0,0,0,0,0
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0
9334,L56513,L,298.5,309.0,1450,40.5,199,0,0,0,0,0,0
9575,H38988,H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0
3168,L50347,L,300.4,309.7,1384,45.1,159,0,0,0,0,0,0
7056,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0
1663,H31076,H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0
3922,L51101,L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0
7075,M21934,M,300.7,310.6,1488,39.2,189,0,0,0,0,0,0
4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0
4203,L51382,L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0
1532,H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0
8738,L55917,L,297.3,308.7,1556,36.7,114,0,0,0,0,0,0
6397,L53576,L,300.0,309.6,1526,46.4,150,0,0,0,0,0,0
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0
7401,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0
6647,L53826,L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0
3527,H32940,H,301.8,310.8,1470,37.6,204,0,0,0,0,0,0
2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0
9588,M24447,M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0
7975,L55154,L,301.2,312.3,1528,38.4,85,0,0,0,0,0,0
5369,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0
9906,M24765,M,298.7,309.1,1423,49.5,200,0,0,0,0,0,0
4587,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0
9968,M24827,M,298.3,307.9,1609,32.4,151,0,0,0,0,0,0
3152,L50331,L,300.5,309.8,1428,43.8,119,0,0,0,0,0,0
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0
9571,L56750,L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0
9712,H39125,H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0
9495,L56674,L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0
8506,L55685,L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0
3077,L50256,L,300.0,309.2,1444,43.6,123,0,0,0,0,0,0
6364,M21223,M,300.0,309.6,1618,36.2,53,0,0,0,0,0,0
7237,M22096,M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0
9309,L56488,L,298.4,309.1,1423,48.0,135,0,0,0,0,0,0
6996,M21855,M,300.6,310.7,1705,31.2,181,0,0,0,0,0,0
9987,M24846,M,298.8,308.6,1507,42.3,207,0,0,0,0,0,0
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0
5583,L52762,L,302.5,312.0,2052,18.9,40,0,0,0,0,0,0
5898,M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0
7162,L54341,L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0
5839,M20698,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0
4952,L52131,L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0
9257,L56436,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0
6435,M21294,M,300.3,309.9,1494,38.5,33,0,0,0,0,0,0
8187,L55366,L,299.7,311.0,1827,25.4,194,0,0,0,0,0,0
3519,L50698,L,301.9,311.0,1376,44.9,186,0,0,0,0,0,0
3725,M18584,M,302.3,311.2,1507,47.7,70,0,0,0,0,0,0
9769,L56948,L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0
6209,M21068,M,300.7,310.6,1418,46.3,84,0,0,0,0,0,0
7015,H36428,H,300.5,310.5,1403,47.7,24,0,0,0,0,0,0
9809,M24668,M,298.2,309.0,1441,44.2,147,0,0,0,0,0,0
2012,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0
2765,M17624,M,299.9,309.3,1389,52.8,0,0,0,0,0,0,0
2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0
9536,M24395,M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0
5556,L52735,L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0
6724,M21583,M,301.4,310.6,1565,36.1,110,0,0,0,0,0,0
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0
8557,L55736,L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,0
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0
7008,L54187,L,300.5,310.6,1499,45.2,8,0,0,0,0,0,0
9865,M24724,M,298.9,309.9,1645,31.4,86,0,0,0,0,0,0
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0
6924,L54103,L,301.2,311.7,1433,49.3,206,0,0,0,0,0,0
4546,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0
5088,M19947,M,304.0,313.0,1685,28.2,66,0,0,0,0,0,0
5607,L52786,L,302.9,312.2,1729,23.6,96,0,0,0,0,0,0
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0
8516,L55695,L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0
7411,L54590,L,299.9,311.0,1747,27.6,177,0,0,0,0,0,0
3161,M18020,M,300.4,309.7,1367,51.2,143,0,0,0,0,0,0
3631,L50810,L,302.0,311.2,1845,27.3,45,0,0,0,0,0,0
6052,L53231,L,300.9,311.0,1382,51.2,136,0,0,0,0,0,0
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0
5813,L52992,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0
7229,H36642,H,299.8,309.7,1368,47.4,148,0,0,0,0,0,0
9390,L56569,L,297.6,308.0,1258,57.4,139,0,0,0,0,0,0
3776,H33189,H,302.5,311.1,1850,23.3,203,0,0,0,0,0,0
8709,M23568,M,297.2,308.5,1364,54.0,43,0,0,0,0,0,0
2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0
9616,M24475,M,299.0,310.2,1564,39.9,97,0,0,0,0,0,0
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0
8045,L55224,L,300.7,311.8,1441,38.1,34,0,0,0,0,0,0
9284,M24143,M,298.3,309.0,1802,27.5,71,0,0,0,0,0,0
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0
2544,L49723,L,299.3,309.0,1786,23.5,100,0,0,0,0,0,0
8397,H37810,H,298.6,309.6,1593,33.3,95,0,0,0,0,0,0
5425,L52604,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0
5575,L52754,L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0
4698,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0
6793,L53972,L,301.2,310.6,1811,24.0,84,0,0,0,0,0,0
2839,L50018,L,300.3,309.3,1478,39.5,180,0,0,0,0,0,0
5056,H34469,H,303.8,312.9,1378,45.6,184,0,0,0,0,0,0
2622,M17481,M,299.5,309.3,1506,41.5,77,0,0,0,0,0,0
8423,H37836,H,298.9,310.3,1243,63.0,163,0,0,0,0,0,0
7764,L54943,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0
7950,M22809,M,300.7,311.5,1569,36.4,20,0,0,0,0,0,0
5194,H34607,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0
5011,L52190,L,303.7,312.8,1543,38.3,61,0,0,0,0,0,0
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0
9633,M24492,M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0
8571,H37984,H,297.9,308.7,1545,35.9,120,0,0,0,0,0,0
3180,L50359,L,300.1,309.3,1570,36.8,189,0,0,0,0,0,0
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0
9889,M24748,M,298.8,309.6,1575,34.4,149,0,0,0,0,0,0
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0
8437,L55616,L,298.7,309.9,1371,51.3,201,0,0,0,0,0,0
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0
8079,L55258,L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0
4326,L51505,L,301.6,310.2,1384,57.1,68,0,0,0,0,0,0
2877,M17736,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0
5106,L52285,L,304.1,313.4,1374,56.6,115,0,0,0,0,0,0
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0
6283,M21142,M,301.3,310.8,1418,45.4,59,0,0,0,0,0,0
2612,L49791,L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0
8048,L55227,L,300.6,311.9,1463,38.2,41,0,0,0,0,0,0
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0
8369,L55548,L,298.9,309.8,1534,42.1,23,0,0,0,0,0,0
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0
7866,L55045,L,300.5,311.9,1383,50.5,35,0,0,0,0,0,0
9983,M24842,M,298.7,308.4,1507,45.7,192,0,0,0,0,0,0
3551,M18410,M,301.9,311.0,1432,41.5,51,0,0,0,0,0,0
1900,L49079,L,297.8,307.5,1388,40.0,159,0,0,0,0,0,0
3106,L50285,L,299.8,309.1,1612,35.4,205,0,0,0,0,0,0
5031,M19890,M,303.9,313.1,1437,48.3,110,0,0,0,0,0,0
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0
9839,L57018,L,298.4,309.2,1425,45.5,11,0,0,0,0,0,0
9543,L56722,L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0
5186,L52365,L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0
2598,L49777,L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0
7250,L54429,L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0
2705,M17564,M,299.7,309.2,1608,34.4,68,0,0,0,0,0,0
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0
8497,M23356,M,298.3,309.4,1816,22.6,138,0,0,0,0,0,0
641,M15500,M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0
2031,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0
7038,L54217,L,300.6,310.6,1514,39.5,87,0,0,0,0,0,0
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0
1924,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0
7040,H36453,H,300.6,310.5,1519,37.0,91,0,0,0,0,0,0
5590,M20449,M,302.5,311.9,1298,57.5,57,0,0,0,0,0,0
1575,L48754,L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0
3036,M17895,M,300.6,309.7,1428,42.6,23,0,0,0,0,0,0
6877,L54056,L,300.8,311.2,1430,54.4,85,0,0,0,0,0,0
7227,L54406,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0
1043,L48222,L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0
2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0
3805,L50984,L,302.3,310.9,1529,33.4,62,0,0,0,0,0,0
2572,M17431,M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0
1774,L48953,L,298.5,308.0,1384,59.5,27,0,0,0,0,0,0
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0
8697,L55876,L,297.2,308.6,1413,49.8,12,0,0,0,0,0,0
7031,L54210,L,300.7,310.8,1772,27.3,69,0,0,0,0,0,0
8973,M23832,M,296.8,307.4,1455,49.9,102,0,0,0,0,0,0
3696,L50875,L,302.2,311.3,1530,37.3,207,1,1,0,0,0,0
1062,L48241,L,296.7,307.9,1420,50.1,138,0,0,0,0,0,0
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0
1071,M15930,M,296.9,307.8,1477,37.2,160,0,0,0,0,0,0
3541,L50720,L,301.9,310.9,1574,31.4,27,0,0,0,0,0,0
4156,L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0
7845,L55024,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0
9336,L56515,L,298.4,308.9,1501,50.0,203,0,0,0,0,0,0
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0
2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0
5585,L52764,L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0
2047,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0
2955,H32368,H,300.6,309.4,1691,28.0,36,0,0,0,0,0,0
3094,L50273,L,300.0,309.3,1397,51.2,173,0,0,0,0,0,0
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0
6279,L53458,L,301.2,310.7,1568,38.3,49,0,0,0,0,0,0
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0
3856,H33269,H,302.4,311.1,1578,32.3,196,0,0,0,0,0,0
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0
8319,H37732,H,298.7,309.7,1565,39.3,94,0,0,0,0,0,0
7272,M22131,M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0
5069,M19928,M,304.3,313.3,1540,39.0,14,0,0,0,0,0,0
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0
8250,L55429,L,299.0,310.4,1524,39.8,120,0,0,0,0,0,0
2702,L49881,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0
6799,L53978,L,301.2,310.7,1676,32.4,98,0,0,0,0,0,0
4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0
4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0
3292,M18151,M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0
9331,M24190,M,298.4,309.0,1507,36.1,191,0,0,0,0,0,0
3302,L50481,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0
2334,L49513,L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0
8953,M23812,M,297.2,308.0,1478,42.5,56,0,0,0,0,0,0
3864,L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0
7230,L54409,L,299.8,309.8,1749,33.4,153,0,0,0,0,0,0
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0
5681,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0
718,L47897,L,297.4,308.7,1545,36.9,125,0,0,0,0,0,0
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0
8622,M23481,M,297.6,308.5,1431,52.6,26,0,0,0,0,0,0
6848,L54027,L,301.2,311.4,1757,28.0,6,0,0,0,0,0,0
6989,L54168,L,300.7,311.1,1478,46.8,165,0,0,0,0,0,0
6712,L53891,L,301.5,310.7,1426,46.1,81,0,0,0,0,0,0
8840,M23699,M,297.4,308.9,1376,39.0,181,0,0,0,0,0,0
5686,L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0
8594,M23453,M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0
5189,L52368,L,304.0,313.2,1632,30.6,121,0,0,0,0,0,0
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0
8254,L55433,L,299.1,310.4,1657,31.0,129,0,0,0,0,0,0
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0
8794,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0
1704,M16563,M,298.1,307.8,1636,36.7,51,0,0,0,0,0,0
8460,L55639,L,298.7,309.9,1651,29.5,42,0,0,0,0,0,0
3007,L50186,L,300.4,309.7,1488,35.7,177,0,0,0,0,0,0
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0
5547,L52726,L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0
3278,L50457,L,301.3,310.1,1531,41.6,9,0,0,0,0,0,0
8866,L56045,L,297.9,309.0,1290,49.8,43,0,0,0,0,0,0
8434,M23293,M,298.8,310.1,1501,48.7,192,0,0,0,0,0,0
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0
3159,L50338,L,300.4,309.7,1679,30.1,136,0,0,0,0,0,0
2189,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0
4206,L51385,L,302.3,310.8,1723,26.3,213,0,0,0,0,0,0
5041,H34454,H,304.1,313.2,1586,34.6,139,0,0,0,0,0,0
1693,M16552,M,298.1,307.6,1764,27.7,23,0,0,0,0,0,0
8310,M23169,M,298.7,310.0,1459,40.2,69,0,0,0,0,0,0
3590,L50769,L,301.7,310.5,2465,13.7,149,0,0,0,0,0,0
3478,L50657,L,301.8,310.7,1547,41.7,72,0,0,0,0,0,0
3086,L50265,L,300.1,309.2,1441,42.9,148,0,0,0,0,0,0
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0
9428,L56607,L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0
3700,L50879,L,302.2,311.2,1649,33.2,9,0,0,0,0,0,0
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0
7762,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0
4572,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0
3087,L50266,L,300.0,309.2,1610,32.1,150,0,0,0,0,0,0
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0
6201,L53380,L,301.0,310.9,1679,29.8,64,0,0,0,0,0,0
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0
8931,L56110,L,297.4,308.4,1571,39.4,0,0,0,0,0,0,0
3619,L50798,L,301.9,311.1,1448,46.3,14,0,0,0,0,0,0
5690,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0
1494,L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0
9652,M24511,M,299.1,310.0,1580,36.0,195,0,0,0,0,0,0
8694,M23553,M,297.2,308.5,1584,40.0,4,0,0,0,0,0,0
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0
2389,M17248,M,299.2,308.5,1526,37.3,135,0,0,0,0,0,0
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0
6191,L53370,L,300.9,310.9,1749,26.4,40,0,0,0,0,0,0
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0
7021,L54200,L,300.8,310.8,1460,53.8,41,0,0,0,0,0,0
4205,M19064,M,302.3,310.9,1523,43.2,210,0,0,0,0,0,0
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0
6655,L53834,L,301.4,310.3,2203,16.6,169,0,0,0,0,0,0
6269,L53448,L,300.9,310.5,1616,33.5,25,0,0,0,0,0,0
8153,L55332,L,299.5,310.7,1438,45.7,106,0,0,0,0,0,0
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0
3839,L51018,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0
3820,L50999,L,302.2,310.7,1567,36.4,100,0,0,0,0,0,0
4171,M19030,M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0
5708,L52887,L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0
5279,M20138,M,303.5,312.9,1618,30.4,130,0,0,0,0,0,0
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0
9961,L57140,L,298.2,307.8,1575,35.0,137,0,0,0,0,0,0
4980,M19839,M,303.7,312.7,1612,36.3,200,0,0,0,0,0,0
8376,M23235,M,298.8,309.6,1384,48.2,39,0,0,0,0,0,0
8908,M23767,M,297.2,308.6,1404,43.7,160,0,0,0,0,0,0
6787,L53966,L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0
8321,M23180,M,298.8,309.7,1453,47.7,101,0,0,0,0,0,0
3870,L51049,L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0
6918,L54097,L,301.0,311.4,1481,37.5,193,0,0,0,0,0,0
7961,H37374,H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0
3739,M18598,M,302.3,311.2,1454,43.8,112,0,0,0,0,0,0
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0
3583,L50762,L,301.8,310.6,1395,50.5,131,0,0,0,0,0,0
5419,L52598,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0
3348,L50527,L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0
9502,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0
6396,M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0
2823,L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0
2753,M17612,M,299.7,309.1,1851,24.7,189,0,0,0,0,0,0
1604,M16463,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0
6218,M21077,M,301.0,310.7,1455,46.1,103,0,0,0,0,0,0
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0
6154,L53333,L,301.0,311.1,1236,64.4,177,1,0,0,0,1,0
8338,M23197,M,298.8,309.7,1589,35.3,149,0,0,0,0,0,0
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0
3686,M18545,M,301.9,311.1,1380,51.6,184,0,0,0,0,0,0
9661,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0
2808,M17667,M,299.9,309.3,1452,41.9,106,0,0,0,0,0,0
3249,M18108,M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0
2601,L49780,L,299.3,309.0,1422,47.3,25,0,0,0,0,0,0
6172,L53351,L,300.8,310.6,1416,42.2,225,0,0,0,0,0,0
9860,M24719,M,298.6,309.5,1580,33.9,70,0,0,0,0,0,0
5255,L52434,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0
9322,L56501,L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0
5761,M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0
9075,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0
8470,M23329,M,298.6,309.7,1280,64.1,71,0,0,0,0,0,0
4240,L51419,L,302.3,311.0,1446,37.6,75,0,0,0,0,0,0
6422,L53601,L,300.3,309.9,1527,41.4,2,0,0,0,0,0,0
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0
6022,L53201,L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0
8118,L55297,L,300.3,311.7,1406,47.5,14,0,0,0,0,0,0
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0
